"nc"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"
23388	6	12	0	19	6	0	20	DLM_0028	21498	23540	+	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	K02298	cyoB	C
23409	1818	1875	123	1123	1129	66	3154	DLM_0028	21498	23540	+	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	K02298	cyoB	C
23413	95	100	8	76	81	6	153	DLM_0028	21498	23540	+	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	K02298	cyoB	C
23531	222	200	3	127	110	0	305	DLM_0028	21498	23540	+	cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]	K02298	cyoB	C
23560	387	380	11	223	210	7	682	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
23564	1815	1648	98	1277	1454	65	3067	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
23690	599	483	47	401	449	27	908	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
23710	265	255	14	245	194	2	472	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
23753	805	814	80	506	584	47	1431	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
23789	1	4	0	5	1	0	6	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
24164	3002	2707	198	2138	2071	85	5101	DLM_0029	23555	24166	+	cytochrome o ubiquinol oxidase subunit III	K02299	cyoC	C
24214	609	528	34	456	497	40	1103	DLM_0030	24166	24489	+	cytochrome o ubiquinol oxidase subunit IV	K02300	cyoD	C
24352	1032	1021	126	778	810	40	1785	DLM_0030	24166	24489	+	cytochrome o ubiquinol oxidase subunit IV	K02300	cyoD	C
24858	90	98	7	91	84	4	172	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
24870	412	368	12	246	226	12	682	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
24879	956	927	117	807	776	14	1769	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
25032	587	567	33	416	463	22	1101	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
25059	1	0	0	1	2	0	6	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
25134	1656	1684	48	1039	1136	36	2822	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
25176	244	294	11	232	198	6	526	DLM_0031	24501	25385	+	heme o synthase [EC:2.5.1.141]	K02257	cyoE	O
25587	246	217	7	165	169	15	358								
26698	1177	1138	73	798	957	69	2011	DLM_0032	26043	26975	-	NA	NA	NA	NA
26750	210	188	14	131	126	3	331	DLM_0032	26043	26975	-	NA	NA	NA	NA
26926	867	942	27	615	661	29	1593	DLM_0032	26043	26975	-	NA	NA	NA	NA
26950	800	820	74	513	594	9	1433	DLM_0032	26043	26975	-	NA	NA	NA	NA
26986	936	957	74	664	677	28	1720								
27193	275	305	13	241	265	6	495								
27369	235	258	4	121	114	8	386								
27373	399	367	24	283	312	18	680								
27385	308	270	15	220	226	6	471								
27726	105	99	0	73	67	0	175								
28220	454	413	10	253	286	11	707								
28329	297	255	6	248	254	13	494								
28551	1125	987	76	748	875	48	1924	DLM_0033	28424	31195	-	type VI secretion system secreted protein VgrG	K11904	vgrG	S
28580	367	331	7	135	129	13	436	DLM_0033	28424	31195	-	type VI secretion system secreted protein VgrG	K11904	vgrG	S
28682	2	2	0	2	4	0	1	DLM_0033	28424	31195	-	type VI secretion system secreted protein VgrG	K11904	vgrG	S
28708	5	3	0	2	0	0	1	DLM_0033	28424	31195	-	type VI secretion system secreted protein VgrG	K11904	vgrG	S
28731	611	596	32	434	447	17	1039	DLM_0033	28424	31195	-	type VI secretion system secreted protein VgrG	K11904	vgrG	S
31288	756	634	39	530	710	25	1146								
31297	339	290	18	201	223	12	482								
31301	120	102	1	70	63	3	154								
31353	311	290	18	221	245	22	466								
31448	631	658	52	374	430	37	1084								
31454	706	654	58	464	499	8	1194								
31516	127	118	24	97	119	2	255								
31558	6	2	0	2	0	0	4								
31688	651	635	53	459	493	22	1120								
31703	711	581	15	496	479	30	1060								
31742	5	5	0	3	2	0	6								
31798	2203	1984	95	1326	1355	63	3301	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
31824	6	3	2	1	0	0	7	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
31860	1665	1673	119	990	1069	45	2673	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
31893	379	385	14	263	282	6	665	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32190	422	414	10	169	208	7	580	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32246	714	701	26	434	489	19	1215	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32319	1040	1030	51	804	821	19	1678	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32331	312	263	21	190	191	7	491	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32550	2541	2280	46	1257	1399	62	3939	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32552	272	279	49	168	178	7	463	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32591	612	563	12	378	383	12	1060	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32593	3	2	0	5	1	2	3	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32605	885	802	59	547	546	14	1436	DLM_0034	31794	32747	+	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	K05539	COG0042	J
32859	363	402	29	219	240	10	594	DLM_0035	32830	33423	+	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	K02428	COG0127	F
32962	1499	1548	75	914	1002	37	2355	DLM_0035	32830	33423	+	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	K02428	COG0127	F
33178	777	801	63	431	460	14	1206	DLM_0035	32830	33423	+	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	K02428	COG0127	F
33301	311	282	30	179	173	8	473	DLM_0035	32830	33423	+	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	K02428	COG0127	F
33483	1928	1803	180	1303	1210	63	3154	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
33485	690	632	23	420	403	17	1072	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
33568	500	591	26	357	307	12	876	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
33653	24	28	0	20	20	1	40	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
33707	1237	1176	53	959	971	26	2152	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
33910	1988	1742	70	781	872	146	2835	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
33999	23	19	0	12	11	0	44	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34083	1096	1128	68	778	750	58	1762	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34113	1554	1697	51	1153	1200	37	2551	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34212	49	50	0	40	58	2	90	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34256	1066	1060	34	708	736	40	1732	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34266	619	632	22	246	254	12	936	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34630	694	651	25	507	546	17	1151	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34659	1647	1670	43	942	1018	55	2858	DLM_0036	33420	34661	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	NA	H
34896	1479	1297	40	731	745	52	2208	DLM_0037	34662	35045	+	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	K09022	tdcF	J
35029	436	437	6	174	196	7	659	DLM_0037	34662	35045	+	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	K09022	tdcF	J
35061	1096	927	95	689	827	23	1668								
35064	332	329	43	230	237	20	604								
35247	584	434	53	417	460	7	813	DLM_0038	35189	35617	+	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	K04407/K07496	NA	NA
35282	1284	1057	71	941	928	57	1876	DLM_0038	35189	35617	+	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	K04407/K07496	NA	NA
35332	290	262	11	203	218	6	459	DLM_0038	35189	35617	+	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	K04407/K07496	NA	NA
35336	660	596	75	402	401	17	1049	DLM_0038	35189	35617	+	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	K04407/K07496	NA	NA
35363	594	622	67	377	382	23	954	DLM_0038	35189	35617	+	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	K04407/K07496	NA	NA
35608	602	516	31	411	431	33	840	DLM_0038	35189	35617	+	mitogen-activated protein kinase kinase kinase kinase 4 [EC:2.7.11.1]	K04407/K07496	NA	NA
35661	542	506	23	459	458	34	892	DLM_0039	35630	36466	+	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	K06998	COG0384	R
35857	806	894	18	313	374	20	1206	DLM_0039	35630	36466	+	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	K06998	COG0384	R
35965	103	125	26	65	69	5	158	DLM_0039	35630	36466	+	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	K06998	COG0384	R
36201	2166	2105	108	1395	1491	88	3572	DLM_0039	35630	36466	+	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	K06998	COG0384	R
36206	230	214	10	160	155	10	348	DLM_0039	35630	36466	+	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	K06998	COG0384	R
36363	1414	1476	11	513	519	24	1987	DLM_0039	35630	36466	+	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	K06998	COG0384	R
36508	5	4	3	0	2	0	4								
36538	218	265	8	174	185	10	433								
36614	863	844	54	587	650	34	1481	DLM_0040	36565	36999	+	NA	NA	COG4731	S
36648	479	454	23	336	357	15	878	DLM_0040	36565	36999	+	NA	NA	COG4731	S
36672	1015	935	63	660	753	30	1523	DLM_0040	36565	36999	+	NA	NA	COG4731	S
36849	350	362	0	185	135	5	587	DLM_0040	36565	36999	+	NA	NA	COG4731	S
36895	769	778	60	493	532	23	1185	DLM_0040	36565	36999	+	NA	NA	COG4731	S
36997	863	830	39	357	377	27	1250	DLM_0040	36565	36999	+	NA	NA	COG4731	S
37316	1	3	0	0	2	0	6	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
37340	1157	1167	33	520	450	25	1647	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
37516	99	95	0	28	30	1	143	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
37697	507	474	40	192	208	13	813	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
37777	168	164	1	99	88	5	280	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38018	34	33	0	3	0	0	58	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38059	654	644	24	280	261	18	1105	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38339	344	313	24	154	147	13	416	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38399	233	211	9	79	93	9	368	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38467	430	437	13	200	185	2	633	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38471	553	525	35	268	245	13	790	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38510	413	415	33	186	218	19	653	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38558	441	369	15	115	126	6	562	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38562	536	504	37	192	188	2	841	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38681	743	709	24	236	295	6	949	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
38786	219	227	0	94	80	5	327	DLM_0041	37078	39126	+	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	K03655	recG	LK
39251	150	104	8	85	122	4	186								
39254	78	56	0	39	29	2	100								
39264	271	162	10	180	174	7	399								
39340	447	363	46	190	201	11	549								
39392	303	295	23	254	225	2	528	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39416	4	5	0	4	3	0	13	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39419	56	53	3	46	38	0	94	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39489	19	23	0	13	25	0	47	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39635	844	846	213	592	642	16	1518	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39752	129	113	52	74	78	0	183	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39908	286	324	25	179	194	4	481	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39951	3	2	0	1	3	0	1	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39982	921	863	126	622	617	14	1645	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
39984	563	507	77	326	323	14	892	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40114	78	77	13	57	49	0	115	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40118	516	510	127	355	356	9	881	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40296	34	33	2	21	21	0	59	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40485	288	268	37	186	163	0	516	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40514	10	6	4	9	10	0	20	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40584	20	25	0	26	13	0	54	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40631	334	354	31	227	228	3	594	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40675	36	35	6	38	34	0	57	DLM_0042	39391	40857	-	low-affinity inorganic phosphate transporter	K16322	pitA	P
40869	23	21	0	9	10	0	27								
40913	18	16	0	14	12	0	32								
40956	80	87	0	51	75	3	137								
41009	478	407	19	353	294	24	748								
41017	279	226	31	214	191	15	463								
41030	621	550	42	359	410	11	801								
41131	260	205	0	318	406	212	272	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41141	34	50	6	24	25	8	55	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41206	625	605	31	478	521	11	917	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41212	2507	2789	97	1935	1947	60	4334	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41275	1110	1018	63	902	808	12	1622	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41704	470	446	39	373	434	11	745	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41864	182	152	14	112	109	1	246	DLM_0043	41109	41873	-	phosphate transport system ATP-binding protein [EC:7.3.2.1]	K02036	pstB	P
41933	166	183	5	85	85	5	251	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
41984	4	0	0	1	7	0	2	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42181	453	462	30	325	326	21	816	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42206	261	246	20	225	256	18	534	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42236	554	498	25	396	351	6	912	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42349	3494	3307	151	2488	2509	236	5808	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42358	548	550	19	437	489	24	977	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42460	399	377	23	280	317	10	607	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42728	911	847	48	500	482	11	1591	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
42791	995	1009	60	702	751	39	1641	DLM_0044	41886	42797	-	phosphate transport system permease protein	K02038	pstA	P
43038	7	5	5	3	3	0	3	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43116	572	532	37	387	363	17	926	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43123	1218	1292	85	1098	1143	37	2074	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43181	390	332	33	294	339	6	568	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43188	357	296	26	299	262	6	554	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43197	986	1021	72	872	851	18	1669	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43524	626	605	62	479	546	11	1138	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43548	0	0	0	20	12	1	0	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43757	90	52	0	50	45	0	126	DLM_0045	42813	43775	-	phosphate transport system permease protein	K02037	pstC	P
43782	554	526	38	457	406	14	903								
43817	340	371	33	229	190	10	518								
43860	270	273	7	211	213	15	439								
43891	420	360	12	228	227	6	560								
43981	1391	1525	79	1080	1048	53	2592	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44017	811	802	39	565	520	22	1305	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44114	1651	1660	110	1460	1508	37	2768	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44146	154	147	16	128	115	3	245	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44248	410	442	27	277	284	8	693	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44278	1715	1886	85	1460	1456	31	3082	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44317	224	247	4	200	178	4	416	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44422	325	314	8	253	235	8	505	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44435	137	104	11	92	97	2	188	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44469	170	169	4	112	84	2	256	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44767	2301	2241	138	1763	1903	62	3722	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44813	233	284	1	136	164	20	348	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44818	1316	1479	26	542	467	24	1790	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44852	599	659	24	424	443	13	989	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44919	193	185	50	190	190	0	394	DLM_0046	43893	44933	-	phosphate transport system substrate-binding protein	K02040	pstS	P
44966	709	661	42	442	369	22	1146								
45010	603	582	24	249	219	11	964								
45030	244	262	1	121	100	6	363								
45063	185	158	12	137	120	8	281								
45065	213	194	0	73	52	0	309								
45229	287	292	0	22	9	0	352	DLM_0047	45097	45843	+	triosephosphate isomerase (TIM) [EC:5.3.1.1]	K01803	tpiA	G
45364	138	131	0	23	1	0	145	DLM_0047	45097	45843	+	triosephosphate isomerase (TIM) [EC:5.3.1.1]	K01803	tpiA	G
45511	389	283	3	44	9	0	470	DLM_0047	45097	45843	+	triosephosphate isomerase (TIM) [EC:5.3.1.1]	K01803	tpiA	G
45568	11	10	0	4	1	0	19	DLM_0047	45097	45843	+	triosephosphate isomerase (TIM) [EC:5.3.1.1]	K01803	tpiA	G
45580	49	34	0	6	2	0	57	DLM_0047	45097	45843	+	triosephosphate isomerase (TIM) [EC:5.3.1.1]	K01803	tpiA	G
46310	13	9	1	4	12	0	29								
48712	3	0	0	4	1	0	3	DLM_0052	47814	49067	+	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	K00333	nuoD	C
49289	7	1	0	1	2	0	2	DLM_0053	49067	49567	+	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	K00334	nuoE	C
49439	3	5	0	3	2	0	1	DLM_0053	49067	49567	+	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	K00334	nuoE	C
53568	3	1	0	1	1	0	5	DLM_0056	53224	54270	+	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	K00337	nuoH	C
55215	0	0	0	3	3	7	0	DLM_0058	54786	55430	+	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	K00339	nuoJ	C
55241	6	8	0	5	2	0	14	DLM_0058	54786	55430	+	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	K00339	nuoJ	C
57104	3	3	0	6	2	0	6	DLM_0060	55798	57828	+	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	K00341	nuoL	CP
57281	0	1	0	6	3	0	4	DLM_0060	55798	57828	+	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	K00341	nuoL	CP
58211	1	0	0	5	0	0	9	DLM_0061	57872	59368	+	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	K00342	nuoM	C
59114	5	2	0	0	3	0	3	DLM_0061	57872	59368	+	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	K00342	nuoM	C
